PWSID	SystemName	Group	County	OwnerTypeDesc	ResPop	ResConn	TotalConn	ApprovSvcs	EffectiveDate	PWSAddress1	PWSCity	WSState	WSZipCode
35093	HUSTON CAMP & CONFERENCE CENTER	A	SNOHOMISH	Private	8	5	15	15	01/01/1970	PO BOX 140	GOLD BAR	WA	98251
35100	HUTCHINSON IRRIGATION DIST #16	A	SPOKANE	Special District	"2,180"	872	889	0	01/01/1970	PO BOX 13028	SPOKANE	WA	99213-3028
35126	LAKE ALICE WATER ASSOCIATION	A	KING	Private	90	30	30	35	01/01/1986	PO BOX 262	FALL CITY	WA	98024
35194	DELANO BAY CHRISTIAN CAMP	A	PIERCE	Private	2	2	11	0	07/01/1986	810 STAMFORD RD KPS	LAKEBAY	WA	98349
35216	"LYNDEN B.S.-GSA, BELLINGHAM PMT"	A	WHATCOM	Federal	0	0	2	0	08/01/1986	"4735 E MARGINAL WAY S, ROOM 1102"	SEATTLE	WA	98134
35275	HYDRO IRRIGATION DISTRICT #9	A	WALLA WALLA	Special District	240	97	101	250	07/01/1978	15 N GOSE ST	WALLA WALLA	WA	99362
35335	HIWAY TRAILER COURT	A	GARFIELD	Investor	35	16	18	18	01/01/1970	62 YORK ST	WALLA WALLA	WA	99362
35350	ODDFELLOWS PARK	A	ISLAND	Private	45	25	27	0	01/01/1970	6333 83RD AVE SE	SNOHOMISH	WA	98290
35354	RANCH WATER SYSTEM	A	PIERCE	Investor	181	69	69	71	07/01/1986	PO BOX 44427	TACOMA	WA	98448-0427
35357	ONE POINT FOSDICK WATER COMPANY	A	PIERCE	Private	165	66	66	66	07/01/1986	PO BOX 336	GIG HARBOR	WA	98335-0336
35363	COLE	A	PIERCE	Investor	238	93	93	106	09/01/1986	PO BOX 336	GIG HARBOR	WA	98335-0336
35370	IDLEWOOD COMMUNITY	A	ISLAND	Association	111	40	40	44	01/01/1970	PO BOX 2629	STANWOOD	WA	98292
35500	"ILWACO WATER DEPARTMENT, CITY OF"	A	PACIFIC	City/Town	"1,262"	564	689	0	01/01/1970	PO BOX 548	ILWACO	WA	98624
35550	INCHELIUM WATER DISTRICT	A	FERRY	City/Town	540	224	260	300	01/01/1970	PO BOX 98	INCHELIUM	WA	99138
35600	INDEX WATER DEPT	A	SNOHOMISH	City/Town	350	109	113	150	01/01/1970	PO BOX 88	INDEX	WA	98256
35633	INDIAN CREEK CAMP AND RV PARK	A	CLALLAM	Investor	16	12	27	27	07/01/1978	64 LAKE ALDWELL RD	PORT ANGELES	WA	98363-7118
35639	INDIAN RIDGE WATER ASSOCIATION	A	SNOHOMISH	Private	180	72	72	93	01/01/1970	PO BOX 12216	BOTHELL	WA	98035
35640	INDIAN RIDGE WATER COMPANY	A	ISLAND	Association	120	41	41	42	01/01/1970	2172 NORMAN DR	OAK HARBOR	WA	98277
35645	GRANNYS CAFE & INDIAN VALLEY MOTEL	A	CLALLAM	Investor	4	1	3	3	01/01/1970	235471 HWY 101 W	PT ANGELES	WA	98363
35650	INDIANOLA WATER	A	KITSAP	Special District	"1,735"	694	699	0	01/01/1970	PO BOX 1989	POULSBO	WA	98370
35665	IFA NURSERIES INC	A	LEWIS	Investor	0	0	2	0	07/01/1978	PO BOX 780	NAPAVINE	WA	98565
35684	TULALIP LDS CHURCH	A	SNOHOMISH	Private	0	0	1	0	10/01/1986	PO BOX 2238	MOUNT VERNON	WA	98273
35714	CALVARY BAPTIST CHURCH	A	PIERCE	Private	2	2	5	5	11/01/1986	PO BOX 123	PORT ORCHARD	WA	98366
35725	NC MACHINERY CO	A	YAKIMA	Investor	0	0	1	1	07/01/1978	PO BOX 1669	YAKIMA	WA	98907166
35751	GREEN GABLES RESORT	A	SNOHOMISH	Private	12	6	7	5	10/01/1986	32518 MOUNTAIN LOOP HWY	GRANITE FALLS	WA	98252
35800	INTALCO ALUMINUM CORPORATION WS	A	WHATCOM	Private	0	0	1	1	01/01/1970	4050 MOUNTAIN VIEW RD	FERNDALE	WA	98248
35815	MUTUAL MATERIALS COMPANY	A	SPOKANE	Private	0	0	1	0	01/01/1970	PO BOX 14705	OPPORTUNITY	WA	99214
35868	WOODLAND FOURSQUARE CHURCH	A	CLARK	Private	1	1	2	1	03/01/1986	PO BOX 302	YACOLT	WA	98675
35880	INWOOD BEACH CLUB	A	KITSAP	Association	80	32	34	36	01/01/1970	PO BOX 123	PORT ORCHARD	WA	98366
35900	IONE WATER DEPT	A	PEND OREILLE	City/Town	395	256	295	550	01/01/1970	PO BOX 498	IONE	WA	99139
36020	IRON SPRINGS PARK	A	GRAYS HARBOR	Association	28	50	50	80	06/18/2007	75 M ST.	HOQUIAM	WA	98550
36024	IRON SPRINGS RESORT	A	GRAYS HARBOR	Private	2	1	29	33	01/01/1970	PO BOX 123	PORT ORCHARD	WA	98366
36025	LDS CHURCH - KEY CENTER WARD	A	PIERCE	Private	0	0	1	0	11/01/1984	PO BOX 154	PORT ORCHARD	WA	98366
36050	IRVIN WATER DISTRICT #6	A	SPOKANE	Special District	"4,084"	1841	"2,005"	0	01/01/1970	11907 E TRENT AVE	SPOKANE	WA	99206
36135	ISLAND HIDE A WAY WATER	A	MASON	Special District	23	19	19	24	01/01/1970	21971 N HWY. 101	SHELTON	WA	98584
36136	ARLINGTON LDS CHURCH	A	SNOHOMISH	Private	0	0	1	1	06/01/1986	PO BOX 2238	MOUNT VERNON	WA	98273
36150	ISLAND LAKE	A	KITSAP	Investor	750	313	316	441	01/01/1970	PO BOX 1085	POULSBO	WA	98370-0057
36175	ISLAND LAKE CAMP AND CONF CENTER	A	KITSAP	Private	10	5	14	23	03/01/1978	15999 SYDNEY RD. SW.	PORT ORCHARD	WA	98366
36180	ISLAND LAKE MANOR	A	MASON	Investor	230	73	73	75	11/01/1979	PO BOX 676	EAST OLYMPIA	WA	98540
36233	GLENWOOD FARMS 2 WEST	A	KITSAP	Investor	48	18	18	19	06/01/1986	PO BOX 336	GIG HARBOR	WA	98335-0336
36240	ISLAND SHORES	A	MASON	Private	8	22	22	42	01/01/1970	PO BOX 123	PORT ORCHARD	WA	98366
36241	GLENWOOD FARMS 1 EAST	A	KITSAP	Investor	84	32	32	34	06/01/1986	PO BOX 336	GIG HARBOR	WA	98335-0336
36255	ISLANDER LOPEZ MARINA RESORT	A	SAN JUAN	Investor	0	0	34	0	01/01/1970	PO BOX 459	LOPEZ	WA	98261
36260	ISLAND VIEW LUD 9	A	CLALLAM	Special District	75	30	38	41	01/01/1970	PO BOX 1090	PORT ANGELES	WA	98362
36268	ISLE AIRE BEACH ASSOCIATION	A	WHATCOM	Association	120	63	64	66	01/01/1970	PO BOX 215	LUMMI ISLAND	WA	98262
36274	ISRAEL PLACE SAN ANGELO PARK	A	THURSTON	Investor	146	55	55	65	08/01/1979	6800 MERIDIAN RD SE	OLYMPIA	WA	98513-6302
36280	COUGAR / SQUAK CORRIDOR	A	KING	Investor	4	2	20	0	01/01/1970	3005 NE 4TH	RENTON	WA	98056-4122
36294	CHINOOK ESTATES	A	PIERCE	Special District	452	181	182	320	06/01/1986	14515 PIONEER WAY E	PUYALLUP	WA	98372
36300	ISSAQUAH VALLEY WATER ASSN #1	A	KING	Association	58	20	20	25	01/01/1970	12719 ISSAQUAH HOBART RD SE	ISSAQUAH	WA	98027
36314	WHIDBEY WEST WATER SYSTEMS	A	ISLAND	Association	415	175	175	176	11/01/1985	PO BOX 2243	OAK HARBOR	WA	98277
36350	ISSAQUAH WATER SYSTEM	A	KING	City/Town	"22,926"	10402	"11,169"	0	01/01/1970	PO BOX 1307	ISSAQUAH	WA	98027-1307
36421	RESORT AND MARINA	A	CLALLAM	Investor	57	23	25	19	09/01/1984	PO BOX 1989	SEQUIM	WA	98382
36460	CLASSIC HI-CROP	A	GRAYS HARBOR	Private	0	0	1	1	01/01/1970	PO BOX 799	WESTPORT	WA	98595-0799
36466	JACKS RESORT	A	DOUGLAS	Investor	2	1	15	0	08/01/1979	PO BOX 69	WATERVILLE	WA	98858
36600	JAMESON LAKE RESORT	A	DOUGLAS	Investor	0	0	35	0	01/01/1979	PO BOX 714	MANSFIELD	WA	98858
36680	JARRELLS COVE MARINA	A	MASON	Private	14	3	82	82	03/18/2004	201 E WILSON RD.	SHELTON	WA	98584
36699	MARVIN GARDENS	A	THURSTON	Investor	112	37	37	37	08/01/1986	PO BOX 676	EAST OLYMPIA	WA	98540
36705	JEFFERSON COUNTY WATER DIST #1	A	JEFFERSON	City/Town	280	177	205	282	01/01/1970	PO BOX 929	PORT HADLOCK	WA	98339
36711	COYLE	A	JEFFERSON	Special District	69	115	117	253	01/01/1970	PO BOX 929	PORT HADLOCK	WA	98339
36740	JESFIELD TRACTS COMMUNITY CLUB	A	MASON	Association	53	21	21	25	11/01/1979	PO BOX 123	PORT ORCHARD	WA	98366
36741	DOOR SLAMMER	A	THURSTON	Investor	3	1	2	2	08/01/1986	12743 OLD HWY. 99 SE.	TENINO	WA	98589
36754	BAYWOOD VILLAGE MOBILE HOME PARK	A	CLALLAM	Private	90	52	52	52	08/01/1986	PO BOX 1827	SEQUIM	WA	98382
36782	JOHANSON	A	KITSAP	Investor	143	54	54	56	01/01/1979	PO BOX 336	GIG HARBOR	WA	98335-0336
36788	JOHNS RIVER LODGE	A	GRAYS HARBOR	Private	4	1	2	3	01/01/1970	1564 ST RT 105	ABERDEEN	WA	98520
36836	CEDAR GROVE MOBILE PARK	A	CLALLAM	Private	40	28	28	0	10/01/1986	PO BOX 92	SEQUIM	WA	98382
36850	JOHNSON POINT HOA	A	THURSTON	Association	167	74	74	85	01/01/1970	PO BOX 123	PORT ORCHARD	WA	98366
36851	SNOW CREEK ACCESS	A	CLALLAM	Investor	0	0	60	0	10/01/1986	PO BOX 1427	FORKS	WA	98331-1427
36964	LITTLEROCK GROCERY	A	THURSTON	Private	0	0	1	1	10/01/1986	151 E LEISURE LANE	GRAPEVIEW	WA	98546-9717
36991	LORA LEE ESTATES	A	CLALLAM	Private	60	29	29	49	10/01/1986	4311 GREENWOOD AVE N	SEATTLE	WA	98103
37035	JORSTAD CREEK RESORT	A	MASON	Investor	2	3	28	44	01/01/1970	PO BOX 123	PORT ORCHARD	WA	98366
37071	DASHMESH PETROLEUM INC	A	LEWIS	Investor	17	8	38	115	12/01/1986	1162 NW STATE AVE	CHEHALIS	WA	98532
37101	YALE ELEMENTARY SCHOOL	A	COWLITZ	Special District	0	1	4	4	12/01/1986	11310 LEWIS RIVER ROAD	ARIEL	WA	98603-9763
37105	LEWIS RIVER GOLF COURSE	A	COWLITZ	Private	68	26	27	0	01/01/1987	3209 LEWIS RIVER RD	WOODLAND	WA	98674
37165	STEVENS CO PUD - JUMP OFF JOE	A	STEVENS	Special District	180	69	69	69	07/01/1979	PO BOX 592	LOON LAKE	WA	99148
37170	JUMP OFF JOE LAKE RESORT	A	STEVENS	Investor	7	3	18	0	01/01/1970	3290 E JUMP OFF JOE RD	VALLEY	WA	99181-9738
37247	GEE CEE S TRUCKSTOP	A	LEWIS	Private	5	4	10	6	02/01/1987	1162 NW STATE AVE	CHEHALIS	WA	98532-0813
37250	JUNIPER BEACH WATER DISTRICT	A	ISLAND	City/Town	111	129	133	184	01/01/1970	PO BOX 2243	OAK HARBOR	WA	98277
37286	PINE ROAD ESTATES	A	KITSAP	Private	55	19	19	20	01/01/1987	PO BOX 78	GIG HARBOR	WA	98335-0078
37300	JUSTUS SPRING VALLEY SUPPLY	A	KING	Private	1	1	3	0	01/01/1970	36605 PACIFIC HIGHWAY SOUTH	FEDERAL WAY	WA	98003
37320	OCEAN BAY MOBILE & RV PARK	A	PACIFIC	Investor	5	5	39	0	01/01/1970	2515 BAY AVENUE	OCEAN PARK	WA	98640
37329	OLYMPIA CAMPGROUND	A	THURSTON	Investor	0	0	87	0	01/01/1970	9610 KIMMIE ST SW	OLYMPIA	WA	98512
37336	K2H FARMS-SHOP & OFFICE	A	WALLA WALLA	Investor	1	1	5	0	01/01/1970	7548 W HWY 124	PRESCOTT	WA	99348
37350	SUMMIT LK MORAN SP WATER SYSTEM	A	SAN JUAN	State	0	0	2	1	07/20/2010	3572 OLGA RD	OLGA	WA	98279
37378	KACHESS COMMUNITY ASSOCIATION	A	KITTITAS	Association	12	135	137	142	01/01/1970	PO BOX 1089	FALL CITY	WA	98024
37400	"KAHLOTUS, CITY OF"	A	FRANKLIN	City/Town	182	91	103	107	01/01/1970	PO BOX 100	KAHLOTUS	WA	99335
37431	NISQUALLY VALLEY MOOSE 1905	A	THURSTON	Private	0	0	8	1	12/01/1986	PO BOX 757	YELM	WA	98597
37450	KAISER ALUM - TRENTWOOD WORKS	A	SPOKANE	Private	0	0	5	0	01/01/1970	PO BOX 15108	SPOKANE	WA	99215
37544	SEAWEST WATER SYSTEM	A	ISLAND	Association	36	25	25	28	11/01/1986	PO BOX 2243	OAK HARBOR	WA	98277
37550	"KALAMA, CITY OF"	A	COWLITZ	City/Town	"2,900"	1411	"1,518"	0	01/01/1970	PO BOX 1007	KALAMA	WA	98625
37580	KAMIAK BUTTE COUNTY PARK	A	WHITMAN	County	1	1	9	9	01/01/1970	N 310 MAIN	COLFAX	WA	99111
37590	KAMILCHE POINT COMMUNITY CLUB	A	MASON	Association	46	24	25	25	01/01/1970	221 SE WILDCAT COVE ROAD	SHELTON	WA	98584-9240
37595	KAMILCHE SHORES	A	MASON	Association	39	23	23	28	01/01/1970	551 SE KAMILCHE SHORES RD	SHELTON	WA	98584-7742
37654	CRESCENT VALLEY #333	A	PIERCE	Investor	73	29	30	36	12/01/1986	PO BOX 336	GIG HARBOR	WA	98335-0336
37680	WHIDBEY GREENBANK FARM	A	ISLAND	Special District	2	1	5	5	12/01/1986	5421 WOODARD AVE	FREELAND	WA	98249
37748	KAPOWSIN ALE HOUSE	A	PIERCE	Private	2	1	3	3	01/01/1970	PO BOX 188	KAPOWSIN	WA	98344
37750	KAPOWSIN WATER DISTRICT	A	PIERCE	Special District	70	35	35	36	01/01/1970	14515 PIONEER WAY E	PUYALLUP	WA	98372
37797	NORTH LAKE SAMISH SHELL MARKET	A	WHATCOM	Investor	0	0	1	1	02/26/1998	1215 N LAKE SAMISH DR	BELLINGHAM	WA	98229
37910	KATHANN ESTATES WATER ASSN	A	SNOHOMISH	Association	134	49	49	52	01/01/1970	PO BOX 274	MARYSVILLE	WA	98270
37911	SUBURBAN HILLS COMMUNITY ASSOC	A	ISLAND	Association	46	15	15	17	01/01/1987	PO BOX 1860	OAK HARBOR	WA	98277
37921	AMG ALUMINUM NORTH AMERICA	A	CHELAN	Private	0	0	1	0	01/01/1970	4400 KAWECKI RD	MALAGA	WA	98828
37922	KAYAK POINT GOLF COURSE	A	SNOHOMISH	County	0	0	6	6	07/01/1978	15711 MARINE DR NW	STANWOOD	WA	98292
37950	KELLY ROAD WATER ASSOCIATION	A	WHATCOM	Private	45	18	18	12	01/01/1970	2652 HALVERSTICK RD	LYNDEN	WA	98264-9529
37980	KELLYS RESORT	A	CHELAN	Private	2	2	18	18	01/01/1970	12800 S LAKESHORE DR	CHELAN	WA	98816
38000	"KELSO, CITY OF"	A	COWLITZ	City/Town	"12,288"	4875	"5,235"	0	01/01/1970	PO BOX 819	KELSO	WA	98626
38010	KENANNA RV PARK	A	PACIFIC	Private	7	2	94	0	01/01/1970	P.O. BOX 150	GRAYLAND	WA	98547
38081	PLEASANT VALLEY - 307	A	PIERCE	Special District	50	17	17	19	03/01/1987	921 LAKERIDGE WAY SW SUITE 301	OLYMPIA	WA	98502
38100	"KENNEWICK, CITY OF"	A	BENTON	City/Town	"77,347"	19871	"22,098"	0	01/01/1970	PO BOX 6108	KENNEWICK	WA	99336
38150	KENT WATER DEPARTMENT	A	KING	City/Town	"66,693"	29295	"31,598"	0	01/01/1970	220 4TH AVE S	KENT	WA	98032
38171	CLERGET - 253	A	PIERCE	Special District	48	16	16	16	03/01/1987	921 LAKERIDGE WAY SW SUITE 301	OLYMPIA	WA	98502
38261	CROCKER CREEK WATER WORKS	A	PIERCE	Investor	60	23	23	27	03/01/1987	PO BOX 123	PORT ORCHARD	WA	98366
38280	KERSHAW FRUIT COMPANY	A	YAKIMA	Investor	0	0	1	0	07/01/1978	6 N FIFTH AVE	YAKIMA	WA	98902
38350	KETRON ISLAND WATER INC	A	PIERCE	Investor	19	16	17	22	01/01/1970	PO BOX 88612	STEILACOOM	WA	98388
38400	KETTLE FALLS WATER DEPT	A	STEVENS	City/Town	"2,698"	1189	"1,311"	"1,650"	01/01/1970	PO BOX 457	KETTLE FALLS	WA	99141
38450	KEY CENTER WATER SYSTEM	A	PIERCE	Private	61	29	51	63	01/01/1970	PO BOX 78	GIG HARBOR	WA	98335
38540	KEY PENINSULA VOLUNTEER PARK	A	PIERCE	Special District	5	1	15	15	07/01/1978	PO BOX 70	LAKEBAY	WA	98349
38550	KEYPORT WATER	A	KITSAP	Special District	"1,005"	402	422	0	01/01/1970	PO BOX 1989	POULSBO	WA	98370
38561	CAMP SPALDING	A	PEND OREILLE	Private	5	1	5	0	01/01/1987	8513 HWY 211	NEWPORT	WA	99156
38576	INSPIRE DEVELOPMENT CENTER	A	OKANOGAN	Private	0	0	1	0	10/24/2008	105-B SOUTH 6TH STREET	SUNNYSIDE	WA	98944
38600	KICUWA MEADOWS	A	THURSTON	Association	60	18	18	32	01/01/1970	219 LITTLE ST SW	TUMWATER	WA	98512-6929
38651	LOON LAKE ACRES	A	STEVENS	Investor	111	48	48	48	04/01/1985	PO BOX 500	LOON LAKE	WA	99148
38740	SIT  N BULL SALOON	A	OKANOGAN	Investor	2	1	2	0	02/01/1987	PO BOX 322	CONCULLY	WA	98819
38792	RIVER RIDGE ESTATES	A	FRANKLIN	Association	70	26	26	30	09/01/1986	163 RIDGEVIEW DR	PASCO	WA	99301
38800	SKYWAY WATER & SEWER	A	KING	Special District	"9,890"	3234	"3,347"	0	01/01/1970	6723 S 124TH ST	SEATTLE	WA	98178
38900	WATER DISTRICT 19	A	KING	Special District	"2,641"	1438	"1,640"	0	01/01/1970	PO BOX T	VASHON	WA	98070
38950	KING COUNTY WATER DISTRICT #20	A	KING	Special District	"31,710"	12684	"13,110"	0	01/01/1970	12606 1ST AVE S	SEATTLE	WA	98168
39003	DEEP CREEK RANCHETTES	A	SPOKANE	Association	141	49	49	49	04/01/1987	PO BOX 66	MARSHALL	WA	99020
39029	GENERAL STORE	A	BENTON	Investor	0	0	1	1	06/01/1986	PO BOX 2711	PASCO	WA	99302
39268	SOLAR PINES WATER ASSN	A	STEVENS	Association	42	13	13	14	08/01/1986	PO BOX 193	CHEWELAH	WA	99109
39346	SANDY POINT MOBILE HOME PARK	A	GRANT	Private	20	25	26	65	09/06/2012	"5943 ROAD J SE, UNIT 1"	MOSES LAKE	WA	98837
39411	JOHNSON CREEK WATER USERS ASSN	A	OKANOGAN	Private	48	27	27	33	05/01/1987	256-C RIVERSIDE CUT OFF RD	RIVERSIDE	WA	98849
39424	QUAIL RUN MOBILE HOME PARK	A	GRANT	Investor	165	66	66	66	04/01/1987	PO BOX 2026	COEUR DALENE	ID	83816
39553	FOREST GLEN WATER SYSTEM	A	CHELAN	Private	16	23	23	38	11/14/2002	11185 WENDING LN	LEAVENWORTH	WA	98826
39566	SPEARS WATER SYSTEM	A	CHELAN	Private	0	0	7	0	08/01/1987	PO BOX 451	CASHMERE	WA	98815
39592	PLAIN FLATS WATER SYSTEM	A	CHELAN	Private	26	18	18	0	09/01/1987	18547 HAZEL RD	LEAVENWORTH	WA	98826
39600	NORTH CITY WATER DISTRICT	A	KING	Special District	"24,706"	10115	"10,402"	0	01/01/1970	PO BOX 55367	SHORELINE	WA	98155
39700	KING COUNTY WATER DISTRICT #45	A	KING	Special District	"3,413"	1358	"1,411"	"1,300"	01/01/1970	10059 8TH SW	SEATTLE	WA	98146
39740	WAUNA EASLEY	A	KITSAP	Private	66	25	25	31	10/01/1986	PO BOX 336	GIG HARBOR	WA	98335-0336
39800	KING COUNTY WATER DISTRICT #49	A	KING	Special District	"15,987"	6395	"6,862"	0	01/01/1970	415 SW 153RD	BURIEN	WA	98166
39950	KING COUNTY WATER DISTRICT #54	A	KING	Special District	"5,037"	2015	"2,175"	0	01/01/1970	922 S 219TH ST	DES MOINES	WA	98198-6344
39951	THEODORE HOSS SPORTS COMPLEX	A	THURSTON	Private	0	0	1	1	04/01/1987	PO BOX 428	ROCHESTER	WA	98579
39991	BETS WATER SYSTEM	A	ISLAND	Investor	50	29	29	0	06/01/1987	PO BOX 2243	OAK HARBOR	WA	98277
40001	FOUR CORNERS STORE	A	THURSTON	Private	2	1	2	2	04/01/1987	11500 BALD HILLS RD	YELM	WA	98597
40040	WHIDBEY TELEPHONE COMPANY	A	ISLAND	Private	0	0	3	0	06/01/1987	14888 SR 525	LANGLEY	WA	98260
40051	BONNEVILLE DAM POWER HOUSE 2	A	SKAMANIA	Federal	0	0	4	5	05/01/1987	PO BOX 150	CASCADE LOCKS	OR	97014
40100	SOOS CREEK WATER & SEWER DISTRICT	A	KING	Special District	"62,898"	21764	"22,413"	0	01/01/1970	PO BOX 58039	RENTON	WA	98055
40214	LEWIS CO FIRE DISTRICT #14	A	LEWIS	Special District	0	0	2	2	05/01/1987	PO BOX 127	RANDLE	WA	98377
40529	MCCORMICK WOODS	A	KITSAP	City/Town	"1,772"	798	803	0	07/01/1987	216 PROSPECT ST	PORT ORCHARD	WA	98366
40606	ELWHA DAM RV PARK	A	CLALLAM	Investor	2	1	55	55	06/01/1987	47 LOWER DAM RD	PORT ANGELES	WA	98363
40650	HIGHLINE WATER DISTRICT	A	KING	Special District	"68,258"	25814	"27,303"	0	01/01/1970	23828 30TH AVE S	KENT	WA	98032
40701	BEAVER VALLEY GENERAL STORE	A	JEFFERSON	Investor	0	0	1	1	11/01/1986	2593 BEAVER VALLEY ROAD	PORT LUDLOW	WA	98365
40800	NORTHSHORE UTILITY DISTRICT	A	KING	Special District	"70,146"	32410	"33,209"	0	01/01/1970	PO BOX 82489	KENMORE	WA	98028-2489
40900	SAMMAMISH PLATEAU WATER & SEWER	A	KING	Special District	"54,468"	20747	"21,522"	0	01/01/1970	1510 228TH AVE SE	SAMMAMISH	WA	98075
40950	LAKE FOREST PARK WATER DISTRICT	A	KING	Special District	"2,609"	869	879	0	01/01/1970	4029 NE 178TH ST	LAKE FOREST PARK	WA	98155
40951	PATS RANCHMART INC	A	KLICKITAT	Private	2	1	2	0	06/01/1987	279 HWY 97	GOLDENDALE	WA	98620
41140	MOUNT ADAMS VISTA WATER SYSTEM	A	BENTON	Investor	34	13	13	13	09/01/1986	45106 N 280 PR NE	BENTON CITY	WA	99320-7546
41150	KING COUNTY WATER DISTRICT NO 90	A	KING	Special District	"18,000"	7201	"7,356"	0	01/01/1970	15606 SE 128 ST	RENTON	WA	98059
41522	OUR LADY OF VALLEY CATHOLIC CHURCH	A	OKANOGAN	Private	1	1	2	0	06/01/1987	2511 ELMWAY	OKANOGAN	WA	98840
41600	WOODINVILLE WATER DISTRICT	A	KING	Special District	"48,400"	16139	"16,944"	0	01/01/1970	PO BOX 1390	WOODINVILLE	WA	98072-1390
41650	COVINGTON WATER DISTRICT	A	KING	Special District	"38,320"	16720	"17,016"	0	01/01/1970	18631 SE 300TH PL	KENT	WA	98042
41716	MIDWAY MINI-MART	A	GRANT	Investor	3	1	2	0	03/01/1988	16010 RD 1 NW	QUINCY	WA	98848
41750	COAL CREEK UTILITY DISTRICT	A	KING	Special District	"11,833"	4690	"4,733"	0	01/01/1970	6801 132ND PLACE SE	NEWCASTLE	WA	98059
41800	CEDAR RIVER WATER & SEWER DISTRICT	A	KING	Special District	"23,635"	9454	"9,813"	0	01/01/1970	PO BOX 1040	MAPLE VALLEY	WA	98038-1040
41840	"ENERGY, DEPT OF/300 AREA"	A	BENTON	Federal	0	0	20	0	05/01/1988	PO BOX 650  MSIN:S0-20	RICHLAND	WA	99352
41900	KING COUNTY WATER DISTRICT 111	A	KING	Special District	"20,000"	5114	"5,269"	0	01/01/1970	27224 144TH AVE SE	KENT	WA	98042
41947	"ENERGY, DEPT OF/400 AREA"	A	BENTON	Federal	0	0	5	0	05/01/1988	PO BOX 1600 MS:X3-20	RICHLAND	WA	99352
41980	KING COUNTY WATER DISTRICT #117	A	KING	Special District	95	40	40	40	01/01/1970	PO BOX 123	PORT ORCHARD	WA	98366
41985	KING COUNTY WATER DISTRICT 119	A	KING	Special District	"3,250"	1204	"1,209"	0	01/01/1970	32730 NE BIG ROCK ROAD	DUVALL	WA	98019
41991	KAHLER GLEN GOLF & SKI RESORT	A	CHELAN	Association	40	100	103	158	06/01/1988	604 BRIARWOOD DRIVE	EAST WENATCHEE	WA	98802
41996	KING COUNTY WATER DISTRICT #123	A	KING	Special District	202	80	82	100	01/01/1970	PO BOX 963	PRESTON	WA	98050
41997	LAKEHAVEN UTILITY DISTRICT	A	KING	Special District	"112,000"	41141	"42,335"	0	01/01/1970	PO BOX 4249	FEDERAL WAY	WA	98063
41998	KING COUNTY WATER DISTRICT #125	A	KING	Special District	"14,760"	6505	"6,746"	0	07/01/1978	PO BOX 68147	SEATTLE	WA	98168
42062	STANWOOD KINGDOM HALL	A	SNOHOMISH	Private	0	0	1	0	01/01/1970	PO BOX 956	STANWOOD	WA	98292
42103	KINGSTON WATER SYSTEM	A	SNOHOMISH	Private	33	16	16	20	01/01/1970	19115 MEADOW LAKE RD	SNOHOMISH	WA	98290
42175	KIONA VILLAGE COURT	A	BENTON	Investor	108	30	31	32	01/01/1970	411 REDCOAT CT. SE	LACEY	WA	98503
42250	"KIRKLAND, CITY OF"	A	KING	City/Town	"40,648"	19356	"20,089"	0	01/01/1970	123 5TH AVE	KIRKLAND	WA	98033
42382	BAKER LAKE GROCERY	A	SKAGIT	Investor	2	1	2	2	07/01/1987	46451 BAKER LOOP RD	CONCRETE	WA	98237-9558
42421	OLYMPIC VIEW ESTATES	A	ISLAND	Association	33	14	14	15	09/01/1983	PO BOX 2680	STANWOOD	WA	98292
42447	KITTITAS COUNTY WATER DISTRICT #4	A	KITTITAS	Special District	230	104	112	112	07/01/1987	PO BOX 86	THORP	WA	98946
42635	KITSAP WEST MHC WATER CO	A	KITSAP	Investor	190	96	96	146	01/01/1970	3036 SOUTH HENRY RD	GREENACRES	WA	99016
42650	"KITTITAS, CITY OF"	A	KITTITAS	City/Town	"1,386"	567	618	705	01/01/1970	PO BOX 719	KITTITAS	WA	98934
42677	MARTINEZ WATER SYSTEM	A	PIERCE	Private	10	0	2	4	08/01/1987	30323 MERIDIAN E	GRAHAM	WA	98338
42700	EASTON WATER DISTRICT	A	KITTITAS	County	250	197	216	512	01/01/1970	141 SWALLOW LANE	CLE ELUM	WA	98922
42704	KITTITAS COUNTY WATER DISTRICT #5	A	KITTITAS	County	600	295	296	340	01/01/1970	141 SWALLOW LANE	CLE ELUM	WA	98922
42705	SKYMEADOWS COMMUNITY ASSOCIATION	A	ISLAND	Association	51	26	26	40	07/01/1987	PO BOX 2243	OAK HARBOR	WA	98277
42751	CATTLE POINT WATER DISTRICT	A	SAN JUAN	Special District	55	40	40	71	08/01/1987	PO BOX 2593	FRIDAY HARBOR	WA	98250
42775	KLEMGARD COUNTY PARK	A	WHITMAN	County	2	1	7	10	01/01/1970	N 310 MAIN	COLFAX	WA	99111
42800	KLICKITAT WATER SYSTEM	A	KLICKITAT	Special District	433	179	180	182	01/01/1970	1313 S COLUMBUS AVE	GOLDENDALE	WA	98620
42895	MARY M KNIGHT SCHOOL	A	MASON	Special District	0	0	1	1	01/01/1970	P.O. BOX 174	MATLOCK	WA	98560-0174
42948	WHISPERING PINES	A	YAKIMA	Investor	100	67	67	66	01/01/1970	1011 N 34TH AVE #66	YAKIMA	WA	98902-1064
