"PWSID","SystemName","Group","County","OwnerTypeDesc","ResPop","ResConn","TotalConn","ApprovSvcs","EffectiveDate","PWSAddress1","PWSCity","WSState","WSZipCode"
"19216","BLACKLEDGE","B","SKAMANIA","INVESTOR",5,2,2,0,1983-09-01,"0 12 L ALDON WACHTER RD","STEVENSON","WA","98648"
"19229","WEBER, KENNETH","B","CLARK","PRIVATE",12,5,5,0,1983-09-01,"22928 NE 72ND AVE","BATTLE GROUND","WA","98604"
"19241","LUMBERMENS","B","CLALLAM","INVESTOR",0,0,1,1,1983-09-01,"259110 HWY 101 W","SEQUIM","WA","98362"
"19271","SEVEN LOAVES RESTAURANT","B","WHATCOM","INVESTOR",0,0,1,0,1983-09-01,"9393 MT BAKER HWY","DEMING","WA","98244"
"19289","NYMAN","B","KING","INVESTOR",7,3,3,3,1983-09-01,"16115 NE 136TH PL","WOODINVILLE","WA","98072"
"19290","DIGGERS HAVEN MOTEL","B","PACIFIC","INVESTOR",20,8,8,0,1970-01-01,"6502 43RD AVE S","SEATTLE","WA","98118"
"19291","RIVES, ED","B","BENTON","INVESTOR",8,3,3,3,1980-08-01,"ROUTE 7 BOX 12323","KENNEWICK","WA","99337"
"19308","DILGIN WATER ASSOCIATION","B","LEWIS","PRIVATE",20,8,8,0,1979-11-01,"PO  BOX 398","TOLEDO","WA","98591"
"19309","ARIONUS, DONALD G. JR. & PATRICIA","B","CLARK","INVESTOR",3,2,2,0,1983-10-01,"12116 NE 72ND AVE","VANCOUVER","WA","98665"
"19315","DILL J","B","KING","PRIVATE",13,5,5,0,1970-01-01,"22533 152ND SE","KENT","WA","98042"
"19316","STOREY, KEVIN","B","CLARK","INVESTOR",5,2,2,0,1983-09-01,"11601 NE 117TH AVE","VANCOUVER","WA","98682"
"19320","DILL WELL","B","YAKIMA","PRIVATE",8,3,3,0,1979-10-01,"RT 5 BOX 350 K","YAKIMA","WA","98902"
"19334","SWANSON - BETZ WATER","B","KING","INVESTOR",5,2,2,3,1983-09-01,"19505 NE 113TH ST","REDMOND","WA","98053"
"19340","DILTZ MARCUS","B","KING","INVESTOR",5,2,2,0,1979-11-01,"PO BOX 543","ISSAQUAH","WA","98027"
"19351","MOSS HILL WATER SYSTEM","B","SAN JUAN","ASSOCIATION",8,6,6,11,1983-09-01,"PO BOX 477","ORCAS","WA","98280"
"19399","EVERS, MICHAEL L.","B","CLARK","INVESTOR",5,2,2,0,1983-09-01,"RT  1 BOX 569","WOODLAND","WA","98674"
"19401","GOOCH #1","B","KING","INVESTOR",10,4,4,4,1983-04-01,"17537 237TH PL NE","WOODINVILLE","WA","98072"
"19414","RAKWANNA - NE 184TH","B","KING","INVESTOR",13,6,6,7,1983-10-01,"23524 NE 184TH","WOODINVILLE","WA","98077"
"19431","MEADOWDALE SUB WATER SYSTEM","B","STEVENS","ASSOCIATION",15,10,10,10,1983-10-01,"449 MEADOW COURT","COLVILLE","WA","99114"
"19444","PADDOCK","B","JEFFERSON","PRIVATE",7,4,4,4,1983-09-01,"215 MEADE RD.","NORDLAND","WA","98358"
"19451","ALFLO ACRES","B","THURSTON","PRIVATE",13,5,5,8,1983-09-01,"18120 GUAVA ST SW","ROCHESTER","WA","98579"
"19476","BURSTON/FARRELL","B","KITSAP","INVESTOR",5,2,2,0,1983-10-01,"9016 WARD WELL RD","BAINBRIDGE ISLAND","WA","98110"
"19494","LOVEJOY BEACH","B","THURSTON","PRIVATE",20,13,13,13,1983-10-01,"3644 LOVEJOY CT NE","OLYMPIA","WA","98506"
"19501","MAPLE RIDGE","B","KITSAP","INVESTOR",10,4,4,4,1983-09-01,"9821 ECHO VALLEY RD NW","BREMERTON","WA","98312"
"19514","MILLER - GARITEE WATER SYSTEM","B","SNOHOMISH","PRIVATE",6,3,3,3,2004-01-13,"6225 TULALIP SHORES RD","MARYSVILLE","WA","98271"
"19535","D LAURALEE KENNELS","B","SPOKANE","INVESTOR",2,1,2,0,1979-07-01,"11617 W SUNSET HWY","SPOKANE","WA","99204"
"19536","RIVERVIEW -  SCHMIDT","B","KLICKITAT","PRIVATE",24,9,9,0,1983-10-01,"PO BOX 209","TROUT LAKE","WA","98650"
"19549","STUDDARD, CLARICE","B","CLARK","INVESTOR",5,2,2,0,1983-10-01,"24809 NW HILLHURST","RIDGEFIELD","WA","98642"
"19551","THURSTON COUNTY FIRE PROTECTION","B","THURSTON","CITY/TOWN",0,0,1,0,1983-05-01,"6141 128TH AVE SW","LITTLE ROCK","WA","98556"
"19556","FOX ISLAND LABORATORY","B","PIERCE","FEDERAL",0,0,1,0,1981-06-01,"630 3RD AVE","FOX ISLAND","WA","98333"
"19557","DODGE SYSTEM","B","KING","PRIVATE",8,3,3,0,1970-01-01,"17650 SE 245TH","KENT","WA","98042"
"19560","DODSON-NICAISE","B","KING","PRIVATE",5,2,2,0,1970-01-01,"27506 156TH SE","KENT","WA","98031"
"19646","SHOEMAKER II, DUVALL","B","KING","PRIVATE",8,3,3,4,1983-10-01,"17615 315TH CT  N E","DUVALL","WA","98019"
"19659","MOORE OAK","B","KITSAP","PRIVATE",23,9,9,9,1983-10-01,"PO BOX 78","GIG HARBOR","WA","98335"
"19671","STERNBERG","B","KING","INVESTOR",3,1,1,0,1983-10-01,"20439 276 SE","HOBART","WA","98025"
"19689","FOXFIRE LANE WATER","B","CLALLAM","PRIVATE",20,9,9,9,1983-10-01,"PO BOX 2163","SEQUIM","WA","98382"
"19700","NAGRA WATER","B","SPOKANE","INVESTOR",0,0,2,0,1970-01-01,"23312 N HWY 395","COLBERT","WA","99005"
"19701","JOHNSON, JUDY M.","B","BENTON","INVESTOR",8,2,2,2,1983-09-01,"1612 S CASCADE PL","KENNEWICK","WA","99336"
"19711","SHOCK WELL","B","CLARK","INVESTOR",5,2,2,0,1982-10-01,"9223 NE WARD RD","VANCOUVER","WA","98662"
"19761","HUSKINSON","B","KING","INVESTOR",8,3,3,4,1983-10-01,"6710 289TH SE","ISSAQUAH","WA","98027"
"19770","BONNIE DOONE WATER","B","ISLAND","ASSOCIATION",22,13,13,14,1970-01-01,"81 BONNIE DOONE LN","OAK HARBOR","WA","98277"
"19823","HARRISON MANAGEMENT WS","B","PIERCE","INVESTOR",23,9,9,9,1983-10-01,"9514 BEACHWOOD DR","GIG HARBOR","WA","98332"
"19836","ROCKY BLUFF","B","PIERCE","INVESTOR",10,4,4,4,1983-10-01,"12102 - 182ND AVE KPN","GIG HARBOR","WA","98335"
"19851","WEBER, F., INC W.S.","B","PIERCE","INVESTOR",0,0,1,1,1983-11-01,"PO BOX 190","SUMNER","WA","98390"
"19864","WEBSTER WATER SYSTEM","B","PIERCE","INVESTOR",20,5,5,5,1983-10-01,"3975 10TH ST NW","GIG HARBOR","WA","98335"
"19877","HOLLOWELL","B","CLARK","INVESTOR",5,2,2,0,1983-10-01,"14320 NE 72ND AVE","VANCOUVER","WA","98665"
"19908","W DOWD WATER","B","KITSAP","INVESTOR",5,2,2,0,1979-01-01,"14851 OLYMPIC VW LP","SILVERDALE","WA","98383"
"19911","DOWNS LAKE RESORT","B","SPOKANE","INVESTOR",0,0,6,0,1970-01-01,"PO BOX 1572","MEDICAL LAKE","WA","99022"
"19912","TALL FIRS","B","ISLAND","INVESTOR",6,3,4,4,1983-11-01,"PO BOX 218","CLINTON","WA","98236"
"19913","DOYLE,R","B","KING","PRIVATE",9,3,3,0,1970-01-01,"42507 182ND SE","AUBURN","WA","98022"
"19914","COOPERS CAFE","B","CHELAN","INVESTOR",0,0,1,0,1983-11-01,"8855 ENTIAT RIVER RD","ARDENVOIR","WA","98811"
"19921","MORRISON & WILLS","B","CHELAN","PRIVATE",5,2,2,0,1983-11-01,"PO BOX 196","MONITOR","WA","98836"
"19926","PUGET BLUFF LANE","B","KITSAP","ASSOCIATION",18,7,7,7,1983-10-01,"10421 NE PUGET BLUFF LN","BAINBRIDGE ISLAND","WA","98110"
"19934","STUTZMAN, VERLE","B","FRANKLIN","INVESTOR",5,2,2,2,1983-03-01,"RT 1 BOX 730","PASCO","WA","99301"
"19937","OLSON SPRINGS","B","KITSAP","INVESTOR",10,4,4,4,1983-10-01,"17390 CLEAR CREEK RD NW","POULSBO","WA","98370"
"19944","DRIFTWOOD BEACH WATER SUPPLY","B","MASON","INVESTOR",3,1,1,0,1970-01-01,"1583 E  DICKINSON ST","SHELTON","WA","98584"
"19946","JESERNIG, RUDY - SP 1116","B","BENTON","INVESTOR",10,4,4,4,1982-08-01,"2859 E  10TH","KENNEWICK","WA","99336"
"19960","DRIFTWOOD SHORES WATER SYSTEM","B","SKAGIT","PRIVATE",12,6,6,0,1970-01-01,"2701 CEDARWOOD","BELLINGHAM","WA","98225"
"19987","ELDER, JOHN - WATER SYSTEM","B","SNOHOMISH","INVESTOR",5,3,3,2,1983-11-01,"1830 74TH AVE SE","EVERETT","WA","98205"
"20001","STABBERT-GUNN WATER","B","KING","INVESTOR",5,2,2,2,1983-11-01,"17632 S E  102ND","RENTON","WA","98384"
"20004","ROSETTSKY","B","KITSAP","PRIVATE",13,5,6,5,1983-11-01,"1821 NW RUDE RD","POULSBO","WA","98370"
"20005","DRIP-DROP WATER SYSTEM","B","KING","INVESTOR",5,2,2,0,1970-01-01,"22623 255TH PL SE","MAPLE VALLEY","WA","98038"
"20006","ROSS ELECTRIC OF WA. INC","B","THURSTON","INVESTOR",3,1,2,0,1983-12-01,"BOX 905","CHEHALIS","WA","98532"
"20016","ULESTAD, LINDA/DONALD","B","CLARK","PRIVATE",11,2,2,0,1983-11-01,"9509 NE 147TH AVE","VANCOUVER","WA","98682"
"20064","REYNOLDS WATER SUPPLY","B","LEWIS","INVESTOR",10,6,6,6,1983-09-01,"157 ALLMAN RD","WINLOCK","WA","98596"
"20071","FROYEN","B","KING","INVESTOR",5,2,2,2,1983-11-01,"13316 252ND AVE SE","ISSAQUAH","WA","98027"
"20080","LIND DRYLAND RESEARCH UNIT","B","ADAMS","STATE",0,0,4,0,1970-01-01,"PO BOX B","LIND","WA","99341"
"20095","DRYDEN ORCHARD","B","CHELAN","PRIVATE",23,13,13,0,1978-07-01,"PO BOX 426","DRYDEN","WA","98821"
"20096","BRONG S COMMUNITY WATER ASSN.","B","KLICKITAT","INVESTOR",5,2,2,0,1983-11-01,"810 WHITNEY DR","GOLDENDALE","WA","98620"
"20101","MOCASSIN BAY ASSOCIATION","B","LINCOLN","ASSOCIATION",5,11,11,0,1983-08-01,"36312 MOCASSIN LN N","DAVENPORT","WA","99122"
"20129","SCHNEIDER BROTHERS","B","FRANKLIN","INVESTOR",5,2,2,2,1983-10-01,"RT 1 BO 52","PASCO","WA","99301"
"20151","REYNOLDS LAKE","B","LEWIS","PRIVATE",11,3,3,3,1983-11-01,"560 W RIVER ROAD","CENTRALIA","WA","98531"
"20201","KENNEDY WATER WELL","B","CLARK","INVESTOR",10,4,4,0,1983-11-01,"6712 NE 88 ST","VANCOUVER","WA","98662"
"20241","ROCKY LAKE WATER SYSTEM","B","STEVENS","INVESTOR",6,2,2,4,1983-12-01,"620 C ROCKY LANE RD","COLVILLE","WA","99114"
"20266","KOONS, JOHN","B","WHATCOM","INVESTOR",5,2,2,2,1983-12-01,"5626 LAWRENCE RD","EVERSON","WA","98247"
"20271","WOODSIDE FARM","B","SAN JUAN","INVESTOR",12,6,6,8,1983-04-01,"379 WILLIS LANE","OLGA","WA","98279"
"20281","BARR WATER SYSTEM","B","BENTON","INVESTOR",5,2,2,2,1983-10-01,"RT 14 BOX 2342A","KENNEWICK","WA","99337"
"20294","RICHARDSONS","B","BENTON","INVESTOR",5,2,2,2,1983-04-01,"847 S EVERETT","KENNEWICK","WA","99336"
"20299","DUNGENESS BAY MOTEL","B","CLALLAM","INVESTOR",0,0,3,0,1979-03-01,"140 MARINE DR","SEQUIM","WA","98382"
"20301","DAWSON, G","B","KING","PRIVATE",8,3,3,0,1983-09-01,"25101 SE 208","MAPLE VALLEY","WA","98038"
"20314","LEE, D","B","KING","PRIVATE",16,5,5,4,1983-11-01,"29606 SE ISSAQUAH-FALL CITY RD","FALL CITY","WA","98024"
"20340","COOL WATER","B","KITSAP","PRIVATE",9,3,3,4,1983-11-01,"15828 NW HITE CENTER RD","SEABECK","WA","98350"
"20351","SEQUIM FIRST BAPTIST CHURCH","B","CLALLAM","PRIVATE",0,0,1,1,1983-11-01,"PO BOX 1557","SEQUIM","WA","98382"
"20376","BYRNE, JOHN WATER","B","KING","INVESTOR",8,3,3,0,1983-09-01,"30710 108TH SE","AUBURN","WA","98002"
"20398","DUNGENESS SALMON HATCHERY","B","CLALLAM","STATE",10,2,3,0,1979-04-01,"1261 FISH HATCHERY RD","SEQUIM","WA","98382"
"20399","BTH LAKE ALICE WATER WORKS","B","KING","PRIVATE",20,8,8,6,1983-10-01,"7426 337TH PL SE","FALL CITY","WA","98024"
"20401","SANTI, ERNIE WELL","B","SNOHOMISH","INVESTOR",7,4,4,0,1983-11-01,"10704 BIRCH ROAD N W","MARYSVILLE","WA","98271"
"20414","PEACOCK HILL WATER SYSTEM","B","PIERCE","INVESTOR",8,3,3,3,1983-11-01,"13512 PEACOCK HILL AVE NW","GIG HARBOR","WA","98332"
"20426","WALLACE, SR. & JR. WATER SYSTEM","B","PIERCE","INVESTOR",8,3,3,3,1983-11-01,"6608 263RD ST E","GRAHAM","WA","98338"
"20451","OBERHOLTZER - NOVELTY HILL","B","KING","PRIVATE",12,4,4,4,1983-11-01,"22129 NE 114TH ST","REDMOND","WA","98053"
"20454","205TH AVE CT E WATER SYSTEM","B","PIERCE","INVESTOR",10,4,4,4,1983-11-01,"512 205TH AVCT E","LAKE TAPPS","WA","98391"
"20456","CHENAULT WATER SYSTEM","B","PIERCE","PRIVATE",16,7,7,9,1983-11-01,"PO BOX 78","GIG HARBOR","WA","98335"
"20461","DUNCKEL TRAILER PARK #1","B","OKANOGAN","INVESTOR",18,7,7,0,1979-12-01,"312 OMAK-RIVERSIDE EASTSIDE RD","OMAK","WA","98841"
"20462","DUNCKEL TRAILER PARK #2","B","OKANOGAN","INVESTOR",13,5,5,0,1979-12-01,"312 OMAK-RIVERSIDE EASTSIDE RD","OMAK","WA","98841"
"20463","DUNCKEL TRAILER PARK #3","B","OKANOGAN","INVESTOR",15,6,6,0,1979-12-01,"312 OMAK-RIVERSIDE EASTSIDE RD","OMAK","WA","98841"
"20464","M & A","B","KITSAP","INVESTOR",18,7,7,4,1983-11-01,"7450 NELSON RD SE","OLALLA","WA","98359"
"20465","MINERAL LAKE RESORT","B","LEWIS","INVESTOR",2,1,13,0,1970-01-01,"PO BOX 516","EATONVILLE","WA","98328"
"20471","ECKHARDT WATER","B","KING","INVESTOR",5,5,5,6,1979-07-01,"24126 NE 43RD ST","REDMOND","WA","98053"
"20472","DUNTON H COMMUNITY WATER SUPPLY","B","SKAGIT","INVESTOR",8,3,3,0,1970-01-01,"5048 SHARPE RD","ANACORTES","WA","98221"
"20494","BUCK RIDGE EAST & NORTHEAST","B","SAN JUAN","ASSOCIATION",3,7,7,7,1983-01-01,"PO BOX 1467","EASTSOUND","WA","98245"
"20561","LAUREL SPRINGS","B","SKAMANIA","PRIVATE",4,2,3,0,1984-01-01,"M P  0 09R LAUREL LANE S","WASHOUGAL","WA","98671"
"20571","OLD FRONTIER","B","KITSAP","PRIVATE",10,4,4,0,1984-01-01,"11634 OLD FRONTIER RD","SILVERDALE","WA","98383"
"20610","DUSTY FARM CO-OP INC","B","WHITMAN","PRIVATE",0,0,2,0,1970-01-01,"121 DUSTY RD","LACROSSE","WA","99143"
"20611","76TH AVE WATER ASSOCIATION","B","SNOHOMISH","ASSOCIATION",23,7,7,0,1970-01-01,"31015 76TH AVE NW","STANWOOD","WA","98292"
"20651","FIFTY-FIRST AVE WATER SYSTEM","B","SNOHOMISH","INVESTOR",20,8,8,8,1983-12-01,"5009 169TH ST SE","BOTHELL","WA","98012"
"20664","SUMMIT VIEW COMMUNITY ASSOCIATION","B","ISLAND","ASSOCIATION",16,9,9,10,1984-01-01,"PO BOX 2243","OAK HARBOR","WA","98277"
"20705","WILLIAMS WOODINVILLE WATER SYSTEM","B","KING","PRIVATE",10,4,4,9,1983-12-01,"17822 NE 203 ST","WOODINVILLE","WA","98072"
"20731","WHIDBEY PARK COMMUNITY ASSOCIATION","B","ISLAND","ASSOCIATION",19,9,9,9,1983-10-01,"3414 N WILSON RD","OAK HARBOR","WA","98277"
"20751","EAST PINE LANE","B","PACIFIC","INVESTOR",14,9,9,0,1983-10-01,"25025 SE 31ST PL","SAMMAMISH","WA","98075"
"20764","ANNA S WELL","B","PIERCE","INVESTOR",24,9,9,9,1984-01-01,"PO BOX 185","GRAHAM","WA","98338"
"20771","GOLD BEACH AVIATION","B","GRAYS HARBOR","PRIVATE",5,4,7,0,1984-01-01,"34 AIRPORT WAY","ELMA","WA","98541"
"20772","DYESS, CAREY","B","KITSAP","INVESTOR",8,3,3,0,1978-07-01,"100 BAY ST","PORT ORCHARD","WA","98366"
"20773","271ST AVE WATER SYSTEM","B","PIERCE","INVESTOR",20,8,8,9,1983-12-01,"8304 271ST AVE E","BUCKLEY","WA","98321"
"20775","BROTHERTON","B","KITSAP","INVESTOR",5,2,2,2,1978-07-01,"14411 MADISON AVE NE","BAINBRIDGE ISLAND","WA","98110"
"20787","TAYLOR WELL","B","YAKIMA","PRIVATE",10,4,4,0,1970-01-01,"300 POULIN RD","SELAH","WA","98942"
"20806","HELLER FIRE STATION","B","ISLAND","CITY/TOWN",0,0,1,0,1979-04-01,"2720 N HELLER RD","OAK HARBOR","WA","98277"
"20810","DENGATE","B","SNOHOMISH","PRIVATE",21,3,3,3,1983-11-01,"22510 128TH DR NE","ARLINGTON","WA","98223"
"20847","FLORENCE ACRES WATER SYSTEM","B","SNOHOMISH","PRIVATE",8,3,3,0,1970-01-01,"14209 - 242ND DR  SE","MONROE","WA","98272"
"20860","INTERSTATE GAS AND FOOD MART WS","B","SNOHOMISH","PRIVATE",2,1,2,2,1983-12-01,"3005 300TH ST  NW","STANWOOD","WA","98292"
"20873","WELLINGTON GREENS WATER SYSTEM","B","SNOHOMISH","INVESTOR",20,6,6,9,2001-05-30,"23617 71ST DR SE","WOODINVILLE","WA","98072"
"20886","NORTH QUILCENE","B","JEFFERSON","ASSOCIATION",16,6,6,9,1983-12-01,"PO BOX 579","QUILCENE","WA","98376"
"20899","ZILKE","B","CLARK","INVESTOR",5,2,2,0,1983-12-01,"4206 NE 179TH ST","VANCOUVER","WA","98665"
"20912","KING WATER SUPPLY","B","CLARK","PRIVATE",8,2,2,0,1983-11-01,"23517 NE 50TH AVE","BATTLE GROUND","WA","98604"
"20925","BAW","B","KITSAP","ASSOCIATION",15,6,6,6,1983-09-01,"24583 WAGHORN RD NW","POULSBO","WA","98370"
"20938","HURLEY ROBERT","B","KITSAP","INVESTOR",7,3,3,0,1983-12-01,"PO BOX 1303","POULSBO","WA","98370"
"21029","BLYTHE WATERMASTER - QCBID","B","GRANT","FEDERAL",12,5,8,0,1983-07-01,"PO BOX 188","QUINCY","WA","98848"
"21064","HARMAN, JERRY","B","CLARK","INVESTOR",5,2,2,0,1984-01-01,"12812 NE 134TH","VANCOUVER","WA","98665"
"21077","KESTNER","B","LEWIS","INVESTOR",15,6,6,6,1984-01-01,"PO BOX 397","ELMA","WA","98541"
"21101","SEED - 235","B","THURSTON","SPECIAL DISTRICT",21,7,7,0,1984-01-01,"921 LAKERIDGE WAY SW SUITE 301","OLYMPIA","WA","98502"
"21140","ROADHOUSE 97","B","KLICKITAT","INVESTOR",2,2,3,0,2003-12-03,"1533 N HWY 97","GOLDENDALE","WA","98620"
"21164","KELLER - HOPKINS - BARNES","B","KING","INVESTOR",3,1,1,4,1984-01-01,"27610 111AVE SE","KENT","WA","98031"
"21171","BRYANT WATER & MAINTENANCE","B","SNOHOMISH","PRIVATE",18,7,7,7,1984-01-01,"27915 GRANDVIEW RD","ARLINGTON","WA","98223"
"21197","B & Y WATER SYSTEM","B","ISLAND","ASSOCIATION",8,3,3,3,1984-02-01,"PO BOX 191","GREENBANK","WA","98253"
"21201","HABAERKORN WATER SYSTEM","B","KING","INVESTOR",2,2,2,2,1984-01-01,"31407 ISSAQUAH FALL CITY RD","FALL CITY","WA","98024"
"21240","WOLSCHLAGEL 2 PALMER PONDS HATCHERY","B","KING","STATE",15,5,5,0,1984-01-01,"32915 SE 309TH ST","PALMER","WA","98051"
"21266","BINGHAM WATER SUPPLY","B","THURSTON","INVESTOR",15,6,6,0,1983-10-01,"14521 SMITH PRAIRIE RD SE","YELM","WA","98597"
"21279","KITTILSBY HOMESTEAD TRACTS","B","MASON","INVESTOR",1,1,1,14,1984-04-01,"PO BOX 72","LILLIWAUP","WA","98555"
"21292","STEWART WATER SYSTEM","B","ISLAND","PRIVATE",6,3,3,5,1984-01-01,"821 E QUAIL RUN","GREENBANK","WA","98253"
"21337","OLD GUIDE WATER ASSOCIATION","B","WHATCOM","ASSOCIATION",21,13,13,0,1984-01-01,"6074 OLD GUIDE RD","BELLINGHAM","WA","98226"
"21350","EAST PIONEER WATER SYSTEM","B","PIERCE","INVESTOR",20,10,10,0,1979-09-01,"13419 80TH ST E","PUYALLUP","WA","98372"
"21427","CHORAK NORTH","B","KING","INVESTOR",10,4,4,4,1983-10-01,"37221 VEAZIE CUMBERLAND RD","ENUMCLAW","WA","98022"
"21440","HEUSTON, P","B","KING","INVESTOR",5,2,2,2,1983-11-01,"26420 LK  FENWICK ROAD","KENT","WA","98032"
"21451","MC KIM/HARSTON","B","KING","INVESTOR",5,2,2,2,1983-12-01,"26802 SE 411TH","ENUMCLAW","WA","98022"
"21455","EAST RIDGE PARTNERSHIP","B","CLARK","PRIVATE",17,6,6,0,1980-01-01,"PO BOX 27","BRUSH PRAIRIE","WA","98606"
"21456","KIHARA WATER","B","KING","INVESTOR",5,2,2,2,1984-01-01,"22608 - 156TH SE","KENT","WA","98031"
"21469","ANDERSON, G.","B","KING","INVESTOR",3,1,4,4,1984-01-01,"PO BOX 88028","TUKWILA","WA","98138"
"21482","MICHAELSON, P","B","KING","INVESTOR",10,4,4,4,1984-01-01,"PO BOX 205","RAVENSDALE","WA","98051"
"21495","NELSON, J","B","KING","INVESTOR",10,4,4,4,1984-01-01,"30821 SE 392","ENUMCLAW","WA","98022"
"21508","WESTBY, S","B","KING","INVESTOR",23,9,9,9,1984-01-01,"24321 SE 376","ENUMCLAW","WA","98022"
"21521","PALMER SPRING","B","KING","INVESTOR",23,9,9,0,1984-01-01,"","BLACK DIAMOND","WA","98010"
"21547","GRADDON - KELLER SUPPLY","B","KING","INVESTOR",15,6,6,9,1984-01-01,"PO BOX 9001","COVINGTON","WA","98042"
"21560","OLSON, E.","B","KING","INVESTOR",10,4,4,4,1984-01-01,"19014 SE 240TH","RENTON","WA","98055"
"21573","FOUNTAIN OF LIFE CHURCH","B","KING","INVESTOR",5,2,2,0,1984-01-01,"28727 216 SE","KENT","WA","98031"
"21599","VASILE, ED","B","BENTON","INVESTOR",5,2,2,2,1983-10-01,"RT 2 BOX 2256","PROSSER","WA","99350"
"21625","JASON LANE","B","KITSAP","INVESTOR",24,9,9,9,1984-01-01,"PO BOX 336","GIG HARBOR","WA","98335"
"21638","ENGLISH, CARL","B","CLARK","INVESTOR",5,2,2,0,1984-01-01,"17908 SE 1ST ST","CAMAS","WA","98607"
"21715","SOUTH VALLEY VIEW WATER ASSOCIATION","B","SNOHOMISH","INVESTOR",21,10,10,10,1983-01-01,"21528 189TH AVE SE","MONROE","WA","98272"
"21729","MAJOR OIL CO","B","GRANT","INVESTOR",3,1,1,0,1983-08-01,"RT 1 BOX 5","COULEE CITY","WA","99115"
"21767","CHRISTENSEN, MONTE","B","CLARK","INVESTOR",5,2,2,0,1984-02-01,"9404 NE WARD RD","VANCOUVER","WA","98662"
"21780","SOULE, LAWRENCE E","B","YAKIMA","INVESTOR",5,2,2,0,1984-05-01,"RT 1 BOX 1163A","GRANGER","WA","98932"
"21793","SYVERSON, JOHN E","B","YAKIMA","INVESTOR",5,2,2,0,1983-07-01,"RT 2 BOX 2208","SUNNYSIDE","WA","98944"
"21801","SOUNDVIEW COMMUNITY WATER SYSTEM","B","ISLAND","INVESTOR",14,14,14,16,1984-02-01,"5421 WOODARD AVE","FREELAND","WA","98249"
"21814","LACAMAS BIBLE CHURCH","B","CLARK","INVESTOR",2,1,2,0,1984-02-01,"3302 NE 242ND AVE","CAMAS","WA","98607"
"21827","TWIN WELLS","B","PIERCE","PRIVATE",15,6,6,9,1983-12-01,"PO BOX 78","GIG HARBOR","WA","98335"
"21831","CROMWELL WATER SYSTEM","B","PIERCE","PRIVATE",16,6,6,8,1984-02-01,"PO BOX 78","GIG HARBOR","WA","98335"
"21844","BENROY-JOHNSON WATER USER ASSN","B","YAKIMA","ASSOCIATION",10,4,4,4,1984-01-01,"2360 WANETA RD.","GRANDVIEW","WA","98930"
"21864","LAKE ALICE WATER SUPPLY #1","B","KING","INVESTOR",13,5,5,5,1984-02-01,"7719 LAKE ALICE RD SE","FALL CITY","WA","98024"
"21877","TUMBLE WEED ACRES WELL ASSOCIATION","B","BENTON","INVESTOR",10,4,4,4,1983-03-01,"RT 4 BOX 4531","KENNEWICK","WA","99337"
"21890","LEMON, R.","B","KING","INVESTOR",8,3,3,0,1984-03-01,"17836 CEDAR GROVE RD SE","MAPLE VALLEY","WA","98038"
"21901","SCHAEFER","B","KING","INVESTOR",20,8,8,0,1984-03-01,"24025 SE 162","ISSAQUAH","WA","98027"
"21915","EASTERN WASH. UNIV.-TURNBULL STA.","B","SPOKANE","STATE",0,0,1,0,1970-01-01,"TURNBULL REFUGE","CHENEY","WA","99004"
"21929","PATIENCE WATER SYSTEM","B","KING","INVESTOR",5,2,2,0,1983-11-01,"RT 5 BOX 444C","VASHON","WA","98070"
"21955","WSP - GOLDENDALE WEIGH STATION #75","B","KLICKITAT","STATE",1,1,2,0,1984-05-01,"PO BOX 42626","OLYMPIA","WA","98504"
"21994","HALL CREEK CABINS","B","LEWIS","PRIVATE",15,6,6,6,1984-02-01,"PO BOX 1080","TOLEDO","WA","98591"
"22083","STILLAGUAMISH MEADOWS","B","SNOHOMISH","INVESTOR",15,4,4,3,1984-02-01,"27000 305TH ST NE","ARLINGTON","WA","98223"
"22100","EASTMAN WATER","B","KITSAP","PRIVATE",5,3,3,3,1978-07-01,"18198 CHERRY TREE LN","SUQUAMISH","WA","98392"
"22150","CEDAR LAWNS MEMORIAL PARK","B","KING","INVESTOR",5,2,2,0,1983-02-01,"PO BOX 2015","REDMOND","WA","98052"
"22151","BERG, HERB","B","KING","INVESTOR",19,9,9,10,1984-04-01,"PO BOX 123","PORT ORCHARD","WA","98366"
"22171","HILLING PUBLIC SUPPLY","B","KING","INVESTOR",8,3,3,0,1984-03-01,"30318 KENT BLACK DIAMOND RD","KENT","WA","98002"
"22184","MILOSEVICH, G.","B","KING","INVESTOR",3,1,1,0,1984-03-01,"21307 - SE 286TH PL","KENT","WA","98031"
"22235","ALBRIGHT WELL","B","CLALLAM","INVESTOR",8,2,2,0,1984-01-01,"411 CRAIG RD","SEQUIM","WA","98382"
"22267","CARVITTO","B","CHELAN","ASSOCIATION",4,2,3,4,1984-04-01,"7920 SR 97A","WENATCHEE","WA","98801"
"22286","GOOD EARTH WATER SUPPLY COMP","B","KING","INVESTOR",10,7,7,0,1984-04-01,"18731 SE 314 ST","AUBURN","WA","98092"
"22299","BENDAWALD - FALL CITY","B","KING","INVESTOR",5,3,3,2,1984-04-01,"2917 357TH AVE SE","FALL CITY","WA","98024"
"22301","BROOKSIDE COMMUNITY WELL, THE","B","KING","INVESTOR",15,5,5,9,1984-03-01,"4439 3087TH AVE SE","FALL CITY","WA","98024"
