PWSID	SystemName	Group	County	OwnerTypeDesc	ResPop	ResConn	TotalConn	ApprovSvcs	EffectiveDate	PWSAddress1	PWSCity	WSState	WSZipCode
22337	WEST VALLEY WATER SYSTEM	B	SPOKANE	Investor	10	4	4	4	03/01/1984	9802 E 28TH	SPOKANE	WA	99206
22341	RIPPEL WATER SYSTEM	B	KING	Investor	5	2	2	0	03/01/1984	12028 201ST PL NE	WOODINVILLE	WA	98077
22354	SUMMERSET WATER SYSTEM	B	SNOHOMISH	Investor	12	5	5	5	03/01/1984	3711 188TH ST NW	STANWOOD	WA	98292
22381	"KALIAN, JAMES & RORY"	B	CLARK	Investor	5	2	2	0	03/01/1984	18838 NE 167TH AVE	BRUSH PRAIRIE	WA	98606
22383	EDGECOMB LANDOWNERS ASSOC	B	SNOHOMISH	Investor	21	9	9	9	01/01/1979	15722 - 73RD AVE NE	ARLINGTON	WA	98223
22384	WEAVER	B	CLALLAM	Investor	4	2	6	7	03/01/1984	104 BOGGS PL	SEQUIM	WA	98382
22397	KLICKITAT CO. F.P.D. #13	B	KLICKITAT	Special District	3	1	2	0	03/01/1984	839 APPLETON ROAD	APPLETON	WA	98602
22401	SMITH RANCH	B	KLICKITAT	Investor	5	2	3	0	03/01/1984	PO BOX 137	DALLESPORT	WA	98617
22414	TALL TIMBERS - 237	B	THURSTON	Special District	23	5	5	9	05/01/1984	921 LAKERIDGE WAY SW SUITE 301	OLYMPIA	WA	98502
22417	LEWIS JT	B	CLALLAM	Investor	13	3	3	0	04/01/1984	8707 OLD OLYMPIC HWY	SEQUIM	WA	98382
22419	"WORKMAN, DENNIS A"	B	CLARK	Investor	5	2	2	0	03/01/1984	11614 NE 232 ND AVE	VANCOUVER	WA	98662
22426	CLEAR WATER WELL	B	YAKIMA	Association	14	4	4	8	05/01/1984	PO BOX 10994	YAKIMA	WA	98909
22447	"FLETCHER, JERRY"	B	CLARK	Investor	5	2	2	0	05/01/1984	4510 NW 289TH STREET	RIDGEFIELD	WA	98642
22460	CLIFFS WATER SYSTEM	B	KLICKITAT	Special District	0	0	1	0	04/01/1984	1313 S COLUMBUS AVE	GOLDENDALE	WA	98620
22486	HESS ANDREW WELL	B	KITSAP	Investor	9	3	3	3	04/01/1984	2225 MARTIN AVE E	PORT ORCHARD	WA	98366
22501	GLACIER MOLDINGS LTD	B	SNOHOMISH	Private	0	0	1	0	05/01/1984	3927 300TH ST NW	STANWOOD	WA	98292
22509	IVERSEN	B	JEFFERSON	Private	5	4	4	0	07/01/1984	PO BOX 113	CHIMACUM	WA	98375
22521	SUNNY SHORE ACRES 2 EAST	B	ISLAND	Association	20	7	7	8	05/01/1984	PO BOX 1432	STANWOOD	WA	98292
22539	"WILDE, RONALD"	B	BENTON	Investor	4	2	2	2	08/01/1983	RT 2 BOX 2368	PROSSER	WA	99350
22551	MC CALL WATER SYSTEM	B	FRANKLIN	Investor	5	2	2	2	03/01/1984	RT 1 BOX 660	PASCO	WA	99301
22564	SOUTH FREMONT WATER SYSTEM	B	BENTON	Private	7	4	4	8	02/01/1983	47909 S FREMONT RD	KENNEWICK	WA	99337
22570	"EDWARDS,S"	B	KING	Investor	5	2	2	0	01/01/1970	1019 RED-FALL CY RD	FALL CITY	WA	98024
22571	"EDWARDS, R"	B	KING	Private	5	2	2	0	07/01/1978	23033 156TH SE	KENT	WA	98031
22573	"YADAO, JUANITA"	B	BENTON	Investor	3	1	1	2	02/01/1984	"RT 3, BOX 3605"	KENNEWICK	WA	99337
22584	MYERS WATER SYSTEM	B	SNOHOMISH	Investor	15	5	5	5	05/01/1984	1031 145TH AVE SE	SNOHOMISH	WA	98290
22586	"EGUCHI,M"	B	KING	Investor	5	2	2	0	01/01/1970	28505 S E 58TH	ISSAQUAH	WA	98027
22587	ROSEDALE MARKET WATER SYSTEM	B	PIERCE	Investor	0	0	1	1	01/01/1970	8111 86TH AVE NW	GIG HARBOR	WA	98332
22592	EKSTEDT WATER	B	KITSAP	Investor	5	2	2	0	07/01/1978	17393 VIKING WAY	POULSBO	WA	98370
22594	HORSE HAVEN MOBILE PARK	B	PIERCE	Investor	7	2	2	14	01/01/1970	8502 WALLER RD	TACOMA	WA	98446
22595	NORTHWEST PIPELINE CORPORATION	B	KING	Investor	0	0	1	0	01/01/1970	P O  BOX 2198	REDMOND	WA	98073219
22611	"HUDSON, RONALD K"	B	CLARK	Investor	5	2	2	0	11/04/1993	31515 NW  5TH  COURT	RIDGEFIELD	WA	98642
22618	SPENCER WOOD	B	MASON	Investor	13	5	7	9	04/01/1984	E 701 WILCHAR BLVD	SHELTON	WA	98584
22621	"SEATTLE CITY LIGHT, BOTHELL SUB"	B	SNOHOMISH	City/Town	0	0	2	1	05/01/1984	3912 156TH AVE  S E	BOTHELL	WA	98012
22630	EL TOPPENISH APTS	B	YAKIMA	Investor	15	6	6	0	01/01/1970	91 ORCHARDVALE RD	ZILLAH	WA	98953
22644	JJR PROPERTIES LLC	B	FRANKLIN	Investor	23	10	10	9	04/01/1984	2341 CRESTLOCH	PASCO	WA	99301
22677	ADAMS WELL	B	KING	Investor	5	2	2	2	04/01/1984	5317 236TH NE	REDMOND	WA	98052
22696	LEMIEUX	B	KING	Private	20	9	9	9	04/01/1984	29632 312TH WY SE	RAVENSDALE	WA	98051
22701	"METZGER, G."	B	KING	Investor	3	1	1	0	04/01/1984	19826 SE 232ND ST	MAPLE VALLEY	WA	98038
22727	SOUTH PEBBLE BEACH WATER SYSTEM	B	ISLAND	Association	6	14	14	16	05/01/1984	4308 SCHWARZMILLER RD	LAKE STEVENS	WA	98258
22764	KUTZER-SNOQUALMIE COMM WATER SYS.	B	KING	Investor	5	2	2	2	05/01/1984	6930 409TH SE	SNOQUALMIE	WA	98065
22777	"YOUNG, E.T."	B	KING	Investor	3	1	1	2	05/01/1984	2617 BOYER E	SEATTLE	WA	98102
22803	CIRCLE MOON THEATRE	B	PEND OREILLE	Private	0	0	1	0	04/01/1984	PO BOX 145	NEWPORT	WA	99156
22812	FASANO J  WATER SYSTEM	B	KING	Private	5	2	2	0	08/19/2005	22510 NE 114	REDMOND	WA	98053
22875	ELECTRON POWER PLANT	B	PIERCE	Private	10	3	4	0	01/01/1970	"1800 JAMES ST, SUITE 301"	BELLINGHAM	WA	98225
22889	COX WATER SYSTEM	B	CHELAN	Investor	10	4	4	0	04/01/1984	BOX 235	CASHMERE	WA	98815
22896	"MORSE, FRANK"	B	CHELAN	Investor	5	2	2	3	02/01/1984	8210 CHELAN HWY	WENATCHEE	WA	98801
22908	ELK COMMUNITY CHURCH	B	SPOKANE	Private	0	0	2	0	07/01/1978	40022 N ELK-CAMDEN ROAD	ELK	WA	99009
22911	MASON-VIPOND RD WS	B	PIERCE	Investor	10	5	5	5	04/01/1984	11405 114TH AVE CT NW	GIG HARBOR	WA	98329
22915	ELK COMMUNITY WATER ASSN	B	SPOKANE	Private	15	6	8	8	01/01/1970	PO BOX 203	ELK	WA	99009-0203
22921	LEONARD WATER SYSTEM	B	PIERCE	Investor	5	2	2	2	04/01/1984	22517 65TH AVE E	SPANAWAY	WA	98387
22929	"ANDERSON, RON SUPPLY"	B	PIERCE	Investor	23	6	6	9	04/01/1984	14905 224TH ST	GRAHAM	WA	98338
22941	"JONES, DUFF"	B	PIERCE	Investor	23	9	9	9	04/01/1984	14423 PACIFIC AVE E	TACOMA	WA	98444
22942	CENTRAL MAIN FIRE PROTECTION DIST 2	B	KITTITAS	Investor	2	1	3	0	01/01/1970	2020 VANTAGE HWY	ELLENSBURG	WA	98926
22943	BRUCE WATER SYSTEM	B	PIERCE	Investor	8	4	4	5	04/01/1984	11118 166TH AVE E	SUMNER	WA	98390
22951	SUMEY WATER SYSTEM	B	PIERCE	Investor	23	10	10	10	04/01/1984	PO BOX 996	ROY	WA	98580
22971	DEEP WATER	B	PIERCE	Private	10	4	4	4	04/01/1984	29865 11TH AVE SW	FEDERAL WAY	WA	98391
22981	"BISH, RIDDLE, KUEHN & KUEHN"	B	PIERCE	Investor	10	4	4	4	04/01/1984	1302 PUYALLUP ST	SUMNER	WA	98390
22994	WEBB	B	PIERCE	Private	8	3	3	3	04/01/1984	PO BOX 1328	GRAHAM	WA	98338
22997	LOS REYES INC	B	OKANOGAN	Private	0	0	5	0	01/01/1970	PO BOX 1560	TONASKET	WA	98855
22998	POSSESSION POINT ESTATES WATER SYST	B	ISLAND	Association	12	5	5	6	04/01/1984	4264 LANDSEND ROAD	CLINTON	WA	98236
23026	RIVER VALLEY VIEW.	B	JEFFERSON	Private	18	8	8	10	04/01/1984	PO BOX 368	QUILCENE	WA	98376
23039	ELLSWORTH WATER ASSOCIATION	B	CLARK	Investor	10	4	4	0	04/01/1984	16109 S E  EVERGREEN HWY	VANCOUVER	WA	98664
23052	FOSS	B	JEFFERSON	Investor	1	1	4	0	03/01/1984	81 W VANCOUVER DR	PORT TOWNSEND	WA	98368
23065	"FEMLING, JAMES J."	B	CLARK	Investor	5	2	2	0	03/01/1984	9202 N E  134TH ST	VANCOUVER	WA	98662
23070	ELLSWORTH W	B	KING	Investor	7	3	3	0	01/01/1970	13130 244 AVE. SE	ISSAQUAH	WA	98027
23071	CARPET USA	B	CLARK	Investor	3	1	1	0	07/01/1984	6412 N E  117TH AVE	VANCOUVER	WA	98662
23129	"FRANKS, L"	B	KING	Investor	5	2	2	0	05/01/1984	24001 SE 103 RD	ISSAQUAH	WA	98027
23146	359TH STREET WATER SYSTEM	B	PIERCE	Investor	20	8	8	8	03/01/1984	PO BOX 567	MCKENNA	WA	98558
23176	LONG TOM WATER SYSTEM	B	PIERCE	Investor	20	8	8	8	08/01/1983	8408 268TH AVE E	BUCKLEY	WA	98321
23178	"JAEGER, CHARLES WATER SYSTEM"	B	ISLAND	Private	15	5	5	5	05/01/1984	3178 WEIDA VIEW LN	OAK HARBOR	WA	98277
23181	"SOMERS, JOHN A WATER ASSN"	B	ISLAND	Association	6	6	6	6	05/01/1984	PO BOX 659	ARLINGTON	WA	98223
23198	HILL WATER SYSTEM	B	KING	Investor	10	4	4	5	05/01/1984	7843 289TH PL SE	ISSAQUAH	WA	98027
23224	LEEGE WATER SYSTEM	B	SNOHOMISH	Private	18	9	9	9	03/01/1984	18218 18TH AVE  N W	ARLINGTON	WA	98223
23241	"OXLEY, R.W."	B	KING	Investor	5	2	2	2	05/01/1984	13023 229TH SE	ISSAQUAH	WA	98027
23251	THREE CREEKS RESORT	B	KLICKITAT	Investor	2	1	1	0	04/01/1984	PO BOX 85	GOLDENDALE	WA	98620
23256	COLLINS WATER ASSOC	B	PIERCE	Investor	23	9	9	9	05/01/1984	17019 84TH AVE CT E	PUYALLUP	WA	98375
23269	GILLSON WATER SYSTEM	B	SPOKANE	Investor	5	2	2	2	09/01/1983	5022 W GARDEN SPRINGS RD	SPOKANE	WA	99204
23281	"DAMM, J."	B	KING	Investor	8	3	3	3	06/01/1984	8055  144TH SE	RENTON	WA	98055
23284	288TH WATER SYSTEM	B	KING	Investor	8	3	3	0	06/01/1984	7845 288TH AVE. SE	ISSAQUAH	WA	98027
23339	"HICKMAN, A.L."	B	FRANKLIN	Investor	3	1	1	2	04/01/1984	870 COUNTRY HAVEN LOOP	PASCO	WA	99301
23351	CALDWELL COMMUNITY WATER SYSTEM	B	KING	Private	8	3	3	9	06/01/1984	25237 SE ISSAQUAH FALL CITY RD	ISSAQUAH	WA	98027
23366	PEND OREILLE COUNTY PARK	B	PEND OREILLE	County	1	1	6	0	06/01/1984	PO BOX 5067	NEWPORT	WA	99156-5067
23427	SHORT PLAT 231-79	B	SNOHOMISH	Private	15	5	5	5	06/01/1984	110 43RD PL NW	MARYSVILLE	WA	98271
23450	ENETAI	B	KITSAP	Association	22	14	14	14	01/01/1970	2280 ENTAI BEACH DRIVE	BREMERTON	WA	98310
23451	KAHN	B	KING	Investor	5	2	2	0	06/01/1984	15206 CEDAR FALLS RD SE	NORTH BEND	WA	98045
23479	VANDERWELL ROAD WATER SYSTEM	B	ISLAND	Association	12	4	4	4	06/01/1984	4340 N VANDERWELL RD	OAK HARBOR	WA	98277
23481	CHRYSTAL SPRINGS WATER SYSTEM	B	ISLAND	Private	6	3	3	4	04/01/1984	5395 S WILKINSON RD	LANGLEY	WA	98260
23499	HART S LAKE LOOP WATER ASSOCIATION	B	PIERCE	Association	21	7	7	18	07/01/1984	PO BOX 355	MCKENNA	WA	98558
23514	PINKERTON - BULMER	B	CHELAN	Investor	8	3	3	4	07/01/1984	1419 SADDLEROCK DR	WENATCHEE	WA	98801
23553	CHEC	B	KING	Investor	8	3	3	6	03/01/1984	2433 274TH AVE NE	REDMOND	WA	98053
23566	ODEGARD	B	KING	Investor	13	5	5	5	06/01/1984	18833 NE 143RD	WOODINVILLE	WA	98072
23594	MOSSY ROCK WATER ASSOCIATION	B	ISLAND	Association	10	7	7	8	02/01/1984	2071 LONE ROCK LN	FREELAND	WA	98249
23621	MORLEY ALEX WATER SYSTEM	B	SAN JUAN	Private	8	4	4	4	07/01/1984	20009 MAPLEWOOD DR	EDMONDS	WA	98026
23634	BOYD ROAD WATER SYSTEM	B	SKAGIT	Private	12	5	5	6	06/01/1984	23077 BOYD RD	MOUNT VERNON	WA	98274
23647	MOUNT INDEX CAFE	B	SNOHOMISH	Investor	6	1	4	0	06/01/1984	PO BOX 711	GOLD BAR	WA	98251
23651	SHERWOOD RANCHETTES	B	PIERCE	Investor	20	8	8	0	06/01/1984	PO BOX 44427	TACOMA	WA	98448-0427
23674	ROE/DOBYNS WATER SYSTEM	B	BENTON	Investor	5	2	2	2	04/01/1984	RT 2 BOX 2882 SLOAN RD	KENNEWICK	WA	99337
23687	"HULSE, DARYL"	B	FRANKLIN	Investor	5	2	2	2	11/01/1982	2073 CRESTOCK RD	PASCO	WA	99301
23701	"FLOWERS, ROBERT G AND ISABELLE M"	B	BENTON	Investor	5	2	2	2	11/01/1983	RT 11 BOX 11646 (COCHRAN RD)	KENNEWICK	WA	99336
23721	MAYFAIR PLACE HOMEOWNERS ASSOC.	B	KING	Association	20	8	8	10	06/01/1984	14419 320TH AVE NE	DUVALL	WA	98019
23726	ERICKSON BOATS	B	PIERCE	Investor	5	2	2	0	01/01/1970	BOX 121	KAPOWSIN	WA	98344
23729	MINTER POINTE WATER SYSTEM	B	PIERCE	Investor	10	5	5	5	07/01/1984	11218 116TH AVE CT NW	GIG HARBOR	WA	98329
23731	EAST BAY ESTATES	B	PIERCE	Investor	19	5	5	7	07/01/1984	PO BOX 1701	GIG HARBOR	WA	98335
23736	KATCHEMAK ONE	B	MASON	Investor	10	4	4	9	06/01/1984	P O  BOX 1264	BELFAIR	WA	98528
23740	ERICKSON	B	KITSAP	Private	16	4	4	0	01/01/1970	PO BOX 1654	KINGSTON	WA	98346
23741	SE216 WATER SYSTEM	B	KING	Investor	8	3	3	0	05/01/1984	14420 SE 216	KENT	WA	98031
23760	"ERICSON, G"	B	KING	Investor	8	3	3	0	12/01/1979	16855 SE 62ND ST	BELLEVUE	WA	98006
23774	DOUGLAS GENERAL STORE	B	DOUGLAS	Private	2	1	6	13	07/01/1984	15391 US HWY 2	WATERVILLE	WA	98858
23851	"SILBAUGH, ROSEMARY"	B	CLARK	Private	7	2	2	0	06/01/1984	9502 N E  FOURTH PLAIN RD	VANCOUVER	WA	98662
23861	FISCHER WATER	B	KITSAP	Investor	5	2	2	0	07/01/1978	792 NW CEDAR LANE	POULSBO	WA	98370-9703
23876	KEZELE WATER SYSTEM	B	YAKIMA	Investor	23	9	9	0	04/01/1984	762 RUDD RD	TIETON	WA	98947
23889	"MAGANA, JESSE"	B	CLARK	Investor	5	2	2	0	06/01/1984	15916 NE 28TH ST	VANCOUVER	WA	98662
23901	3 A WELL COMPANY	B	LEWIS	Investor	23	9	9	9	06/01/1984	PO BOX 532	NAPAVINE	WA	98565
23910	"LANG, TONY"	B	KITSAP	Private	14	5	5	5	07/01/1978	4456 WOODS RD SE	PORT ORCHARD	WA	98366
23920	BRINKWOOD ESTATES	B	THURSTON	Private	20	8	8	0	01/01/1970	1235 67TH NE	OLYMPIA	WA	98506
23929	ESSES WATER	B	GRAYS HARBOR	Private	5	5	6	0	05/01/1984	PO BOX 65	QUINAULT	WA	98575
23949	"JUMPP, PAUL & MYRA"	B	CLARK	Private	4	2	2	0	05/01/1984	32410 NE 9TH ST	WASHOUGAL	WA	98671
23961	"FRASIER, DENNIS J"	B	CLARK	Investor	5	2	2	0	06/01/1984	RT 1  BOX 118	AMBOY	WA	98601
23971	BROTHERS	B	MASON	Private	23	9	9	9	06/01/1984	E 3111 GRAPEVIEW LP RD	GRAPEVIEW	WA	98546
23976	BAR-RUG WATER COMPANY	B	MASON	Investor	7	3	3	4	06/01/1984	E 311 BIG SKOOKUM RD	SHELTON	WA	98584
23981	WINKLEMAN HEIGHTS	B	GRAYS HARBOR	Investor	17	7	7	0	05/01/1984	WINKMAN HTS LN	MONTESANO	WA	98563
24005	EVANS	B	LEWIS	Investor	18	7	7	0	01/01/1979	4742-181ST LANE SW	ROCHESTER	WA	98579
24029	BRINNON WATER CO INC	B	JEFFERSON	Investor	6	4	9	13	03/01/1984	PO BOX 88	BRINNON	WA	98320
24042	CHICO HEIGHTS COMMUNITY WATER SYS	B	KITSAP	Investor	20	8	8	9	04/01/1984	PO BOX 12216	BOTHELL	WA	98035
24077	WILSON-MILLER WATER SYSTEM	B	SPOKANE	Investor	5	2	2	2	07/01/1984	RT 1  BOX 127 A	SPANGLE	WA	99031
24085	EVERGREEN MOBILE HOME PARK	B	GRANT	Investor	15	14	14	14	01/01/1970	4179 ORCHARD DR NE	MOSES LAKE	WA	98837
24087	ALDEROSA WATER SYSTEM	B	KING	Investor	5	2	2	2	08/01/1984	3004 N 17TH	TACOMA	WA	98406
24088	DUCKEN RD WATER COMMUNITY	B	ISLAND	Association	7	4	4	0	01/01/1970	318 DUCKEN RD	OAK HARBOR	WA	98277
24089	SHORT PLAT 615-78	B	SNOHOMISH	Investor	10	4	4	4	08/01/1984	13725 44TH ST NE	LAKE STEVENS	WA	98258
24091	HINTON ESTATES NO. 6	B	SNOHOMISH	Investor	5	3	3	2	11/26/2007	726 145TH PL SE	LYNNWOOD	WA	98037
24096	PAYNE SUBDIVISION	B	PIERCE	Investor	11	4	4	4	08/01/1984	10710 164TH AVE  CT  E	SUMNER	WA	98390
24100	EVERGREEN HEIGHTS WATER COOP ASSOC	B	KING	Investor	23	10	10	0	01/01/1970	PO BOX 1042	ISSAQUAH	WA	98027
24101	CHAVEZ WATER SYSTEM	B	BENTON	Investor	8	3	3	3	06/01/1984	31002 S FINLEY RD	KENNEWICK	WA	99337
24103	CRAVENS WATER SYSTEM	B	BENTON	Investor	5	2	2	0	04/01/1984	2107 S CLODFELTER RD	KENNEWICK	WA	99338
24116	"BECK, HERBERT"	B	JEFFERSON	Investor	7	2	2	0	10/01/1978	250 FRANK BECK RD	QUILCENE	WA	98376
24142	THORSEN ROAD WATER ASSOCIATION	B	KING	Investor	24	7	7	4	08/01/1984	17711 THORSEN RD SW	VASHON	WA	98070
24157	WRIGHT-BLISS W S	B	PIERCE	Investor	10	4	4	4	08/01/1984	16911 129TH ST CT KPN	GIG HARBOR	WA	98329
24160	EVERGREEN PLATEAU	B	KING	Private	18	7	7	0	01/01/1970	19025 SE 243RD ST	COVINGTON	WA	98042
24162	EVERGREEN SCHOOL DISTRICT #205	B	STEVENS	Special District	0	0	1	0	09/16/2002	3341 ADDY-GIFFORD RD	GIFFORD	WA	99131
24168	EVERGREEN	B	COWLITZ	Private	10	3	3	0	01/01/1970	750 FISHPOND RD	KELSO	WA	98626
24171	HIGH CEDARS WATER SYSTEM	B	PIERCE	Investor	24	12	12	9	08/01/1984	5417 234TH AVE E	BUCKLEY	WA	98321
24182	ANDERSON ISLAND COMMUNITY CLUB	B	PIERCE	Private	0	0	2	2	08/01/1984	11319 YOMAN RD	ANDERSON ISLAND	WA	98303
24183	EVERGREEN VALLEY WATER ASSN.	B	THURSTON	Investor	23	9	9	0	01/01/1970	7038 MERIDIAN RD SE	OLYMPIA	WA	98513
24191	NEW HOPE FELLOWSHIP H2O SYSTEM	B	PIERCE	Private	0	0	2	1	06/01/1984	PO BOX 4313	SPANAWAY	WA	98387
24196	CARRIS WATER SYSTEM	B	PIERCE	Private	7	3	3	9	08/01/1984	PO BOX 78	GIG HARBOR	WA	98335
24201	"HAMILTON, MICHAEL"	B	KING	Investor	10	4	4	4	08/01/1984	24218 NE REDMOND FALL CITY RD	REDMOND	WA	98053
24214	HIGH HARO OWNERS ASSN	B	SAN JUAN	Private	12	7	7	12	09/01/1983	441 HIGH HARO DR	FRIDAY HARBOR	WA	98250
24221	"ANDERSON, WILLIAM & DEBRA"	B	BENTON	Investor	5	2	2	2	05/01/1984	8105 S HAVANA ST	KENNEWICK	WA	99337
24247	HAMM WATER SYSTEM	B	FRANKLIN	Investor	5	2	2	2	06/01/1984	7105 RD 68	PASCO	WA	99301
24250	EWAN WATER ASSOCIATION	B	WHITMAN	Private	23	13	13	0	01/01/1970	PO BOX 431	ST. JOHN	WA	99171
24251	PACQUETTE WATER SYSTEM	B	STEVENS	Investor	8	3	3	0	08/01/1984	TIGER ROUTE  BOX 8	COLVILLE	WA	99114
24259	HOOD CANAL HILLSIDE COMMUNITY	B	MASON	Private	0	3	6	10	08/01/1984	18921 NE NORTH SHORE RD	TAHUYA	WA	98588
24265	TYLER STORE AND CAMPGROUND	B	SPOKANE	Private	2	1	13	0	01/01/1970	26912 S MULLINIX RD #1	CHENEY	WA	99004
24279	CONIFER WEST	B	KITSAP	Investor	12	4	4	4	04/01/1984	3060 NW SKIFF LN	SILVERDALE	WA	98383
24292	LONG LAKE OPERATORS VILLAGE	B	LINCOLN	Investor	7	4	4	5	03/01/1984	53200 LONG LAKE RD EAST	FORD	WA	99013
24305	RADA SONS	B	FRANKLIN	Private	8	3	5	5	04/01/1984	2707 E LEWIS PL	PASCO	WA	99301
24318	LES FISHERIES WATER SYSTEM	B	PIERCE	Private	5	2	2	1	08/01/1984	PO BOX 336	SOUTH PRAIRIE	WA	98385
24331	CAMP PRIME TIME	B	YAKIMA	Private	0	0	5	0	08/01/1984	"6 S 2ND ST, STE 815"	YAKIMA	WA	98901
24356	31ST AVE WATER SYSTEM	B	PIERCE	Investor	10	4	4	4	08/01/1984	3250 - 130TH ST CT NW	GIG HARBOR	WA	98335
24361	SHADY ACRES WATER SYSTEM	B	PIERCE	Investor	18	7	7	7	03/01/1984	34324 50TH AVE  E	EATONVILLE	WA	98328
24374	BRAATEN WATER SYSTEM	B	PIERCE	Private	20	8	8	8	08/01/1984	2707 52ND AVE NW	GIG HARBOR	WA	98335
24387	WHITE BEACH HOMEOWNERS ASSOC.	B	SAN JUAN	Investor	23	9	9	9	03/01/1984	691 96TH AVE SE	BELLEVUE	WA	98004
24400	CEDARWOOD	B	KITSAP	Private	15	6	6	6	05/01/1984	1928 HOGUE CT NE	POULSBO	WA	98370
24439	"MOTLEY, M"	B	KING	Investor	5	2	2	0	10/01/1984	28818 SE 216 WAY	MAPLE VALLEY	WA	98038
24451	SAGE WEST	B	BENTON	Investor	5	2	2	2	08/01/1984	RT 4 BOX 8900	KENNEWICK	WA	99336
24494	NASON GARDENS COMMUNITY WATER ASSN	B	CHELAN	Private	11	4	4	4	09/01/1984	PO BOX 763	LEAVENWORTH	WA	98826
24510	FAIRVIEW WATER USERS	B	GRANT	Private	23	11	11	20	01/01/1970	4703 KELLY PL NE	MOSES LAKE	WA	98837
24522	CALVARY CHAPEL OF WHIDBEY ISLAND	B	ISLAND	Association	3	1	3	0	01/01/1979	3821 E FRENCH RD	CLINTON	WA	98236
24527	GRACE BAPTIST CHURCH	B	THURSTON	Private	0	0	1	0	01/01/1970	19136 LOGANBERRY ST	ROCHESTER	WA	98579
24544	CCR WATER SYSTEM	B	KING	Private	23	9	9	0	09/01/1984	26927 SE 384TH ST	ENUMCLAW	WA	98022
24551	RENNICK #2	B	KING	Investor	10	4	4	0	09/01/1984	25729 WITTE RD SE	MAPLE VALLEY	WA	98038
24562	FALLING HORSE SHOE	B	THURSTON	Private	20	7	7	0	01/01/1970	20125 OTOOLE RD SE	YELM	WA	98597
24563	BRAMMER	B	KING	Private	10	4	4	0	09/01/1984	30902 NE CHERRY VALLEY RD	DUVALL	WA	98019
24576	"STEIN, GEORGE W S"	B	PIERCE	Investor	10	4	4	4	09/01/1984	27505 93RD AVE E	GRAHAM	WA	98338
24581	CROSIAR-KOHLER WATER SYSTEM	B	PIERCE	Investor	8	2	2	2	09/01/1984	714 200TH AVE G	SUMNER	WA	98390
24583	FALLS DRIVE-IN	B	SNOHOMISH	Investor	3	1	1	0	02/01/1979	11527 MTN LOOP HIWAY	GRANITE FALLS	WA	98252
24595	FAIRVIEW HEIGHTS TRAILER COURT	B	SPOKANE	Investor	10	4	6	41	01/01/1970	159 S COWLEY	SPOKANE	WA	99202-1556
24596	96TH AVE WELL WATER SYSTEM	B	PIERCE	Investor	10	4	4	4	09/01/1984	9622 198TH ST E	GRAHAM	WA	98338
24609	WALTER VAN MATRE WATER SYSTEM	B	SPOKANE	Investor	5	2	2	2	10/01/1984	19605 S CHENEY-PLAZA RD	CHENEY	WA	99004
24631	INGALLS CREEK CONVENIENCE CENTER	B	CHELAN	Private	2	1	4	0	09/01/1984	3057 STATE HWY 97	PESHASTIN	WA	98847
24643	FARANDA WATER ASSOCIATON	B	ISLAND	Association	24	11	11	0	01/01/1970	3555 N APPIAN WAY	OAK HARBOR	WA	98277
24644	MAPLE GROVE HEIGHTS WATER	B	ISLAND	Association	14	8	8	0	09/01/1984	370 NE CAMANO DRIVE # 5-105	CAMANO ISLAND	WA	98282
24647	GUNTHER	B	KING	Private	10	4	4	0	09/01/1984	PO BOX 514	DUVALL	WA	98019
24651	CENTRAL PRE-MIX CONCRETE CO	B	FRANKLIN	Investor	0	0	3	2	08/01/1984	PO BOX H	PASCO	WA	99302
24664	L-MAR PUBLIC SUPPLY	B	KING	Investor	10	4	4	0	09/01/1984	PO BOX 9001	COVINGTON	WA	98042
24665	FARMER WATER SYSTEM	B	YAKIMA	Investor	10	4	4	0	08/01/1979	RT I BOX 24	ZILLAH	WA	98953
24666	"CARLIN, H"	B	KING	Investor	5	2	2	4	09/01/1984	8106 PRESTON-FALL CITY RD SE	ISSAQUAH	WA	98027
24670	FARMERS DRIVE ASSN	B	GRANT	Private	18	11	11	12	01/01/1970	35 RD 18.5 NE	SOAP LAKE	WA	98851
24671	GERVAIS #6 - GIG HARBOR	B	PIERCE	Investor	3	1	1	7	09/01/1984	PO BOX 1611	GIG HARBOR	WA	98335
24684	CEES MUTUAL	B	PIERCE	Investor	10	4	4	4	09/01/1984	28110 72ND AVE CT E	GRAHAM	WA	98338
24697	FACKLER WELL	B	KITTITAS	Investor	10	2	2	4	03/01/1984	2820 LIBERTY RD	CLE ELUM	WA	98922
24701	PEACOCK HILL - VERNAM	B	PIERCE	Investor	10	4	4	10	09/01/1984	15308 30TH AVE CT NW	GIG HARBOR	WA	98332
24703	NATIONAL FOOD CORPORATION	B	SNOHOMISH	Private	4	1	6	6	01/01/1970	"808 134TH ST SW, STE 116"	EVERETT	WA	98204
24707	"FARRELL, L. E."	B	KING	Investor	20	7	7	0	01/01/1970	P O BOX 204	ENUMCLAW	WA	98022
24709	FARRELL-SWEENEY WATER	B	KING	Investor	21	7	7	0	01/01/1970	40917 236TH AVE SE	ENUMCLAW	WA	98022
24711	TTT RENTALS	B	SPOKANE	Investor	13	9	9	0	01/01/1970	"320 W SPOTFORD, STE 2"	SPOKANE	WA	99205
24712	NORTH CREEK HOMES WATER SYSTEM	B	SNOHOMISH	Private	13	5	5	7	10/01/1984	18810 51ST AVE SE	BOTHELL	WA	98012
